序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
76,2024-12-19,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价37.98，成交金额18,990.00元，现金+18,966.01元，本次亏损-788.86元，收益率-3.99%，剩余2000股",亏损-788.86元 (-3.99%),37.98,500,18990.0,23.99,L1；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-788.86,-3.9932,2000,持有2000股,18966.01,,,,,
77,2024-12-19,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价37.98，成交金额18,990.00元，现金+18,966.01元，本次亏损-788.86元，收益率-3.99%，剩余1500股",亏损-788.86元 (-3.99%),37.98,500,18990.0,23.99,L2；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-788.86,-3.9932,1500,持有1500股,18966.01,,,,,
78,2024-12-19,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价37.98，成交金额18,990.00元，现金+18,966.01元，本次亏损-788.86元，收益率-3.99%，剩余1000股",亏损-788.86元 (-3.99%),37.98,500,18990.0,23.99,L3；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-788.86,-3.9932,1000,持有1000股,18966.01,,,,,
79,2024-12-19,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价37.98，成交金额18,990.00元，现金+18,966.01元，本次亏损-788.86元，收益率-3.99%，剩余500股",亏损-788.86元 (-3.99%),37.98,500,18990.0,23.99,L5；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-788.86,-3.9932,500,持有500股,18966.01,,,,,
80,2024-12-19,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价37.98，成交金额18,990.00元，现金+18,966.01元，本次亏损-938.46元，收益率-4.71%，清仓",亏损-938.46元 (-4.71%),37.98,500,18990.0,23.99,L4；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-938.46,-4.7148,0,清仓,18966.01,,,,,
81,2024-12-19,明阳电气,sz.301291,卖出,"卖出明阳电气(sz.301291) 500股，成交价39.98，成交金额19,990.00元，现金+19,965.01元，本次盈利+870.47元，收益率+4.56%，剩余1000股",盈利870.47元 (+4.56%),39.98,500,19990.0,24.99,L1；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,870.47,4.5587,1000,持有1000股,19965.01,,,,,
82,2024-12-19,明阳电气,sz.301291,卖出,"卖出明阳电气(sz.301291) 500股，成交价39.98，成交金额19,990.00元，现金+19,965.01元，本次盈利+870.47元，收益率+4.56%，剩余500股",盈利870.47元 (+4.56%),39.98,500,19990.0,24.99,L2；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,870.47,4.5587,500,持有500股,19965.01,,,,,
83,2024-12-19,明阳电气,sz.301291,卖出,"卖出明阳电气(sz.301291) 500股，成交价39.98，成交金额19,990.00元，现金+19,965.01元，本次盈利+870.47元，收益率+4.56%，清仓",盈利870.47元 (+4.56%),39.98,500,19990.0,24.99,L3；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,870.47,4.5587,0,清仓,19965.01,,,,,
84,2024-12-19,浙江鼎力,sh.603338,卖出,"卖出浙江鼎力(sh.603338) 300股，成交价58.06，成交金额17,418.00元，现金+17,395.58元，本次盈利+552.17元，收益率+3.28%，剩余1500股",盈利552.17元 (+3.28%),58.06,300,17418.0,22.42,L1；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,552.17,3.2782,1500,持有1500股,17395.58,,,,,
85,2024-12-19,浙江鼎力,sh.603338,卖出,"卖出浙江鼎力(sh.603338) 300股，成交价58.06，成交金额17,418.00元，现金+17,395.58元，本次盈利+552.17元，收益率+3.28%，剩余1200股",盈利552.17元 (+3.28%),58.06,300,17418.0,22.42,L2；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,552.17,3.2782,1200,持有1200股,17395.58,,,,,
86,2024-12-19,浙江鼎力,sh.603338,卖出,"卖出浙江鼎力(sh.603338) 300股，成交价58.06，成交金额17,418.00元，现金+17,395.58元，本次盈利+552.17元，收益率+3.28%，剩余900股",盈利552.17元 (+3.28%),58.06,300,17418.0,22.42,L3；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,552.17,3.2782,900,持有900股,17395.58,,,,,
87,2024-12-19,浙江鼎力,sh.603338,卖出,"卖出浙江鼎力(sh.603338) 300股，成交价58.06，成交金额17,418.00元，现金+17,395.58元，本次盈利+552.17元，收益率+3.28%，剩余600股",盈利552.17元 (+3.28%),58.06,300,17418.0,22.42,L4；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,552.17,3.2782,600,持有600股,17395.58,,,,,
88,2024-12-19,浙江鼎力,sh.603338,卖出,"卖出浙江鼎力(sh.603338) 300股，成交价58.06，成交金额17,418.00元，现金+17,395.58元，本次盈利+552.17元，收益率+3.28%，剩余300股",盈利552.17元 (+3.28%),58.06,300,17418.0,22.42,L5；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,552.17,3.2782,300,持有300股,17395.58,,,,,
89,2024-12-19,浙江鼎力,sh.603338,卖出,"卖出浙江鼎力(sh.603338) 300股，成交价58.06，成交金额17,418.00元，现金+17,395.58元，本次盈利+552.17元，收益率+3.28%，清仓",盈利552.17元 (+3.28%),58.06,300,17418.0,22.42,L6；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,552.17,3.2782,0,清仓,17395.58,,,,,
90,2025-01-02,电连技术,sz.300679,卖出,"卖出电连技术(sz.300679) 1100股，成交价54.78，成交金额60,258.00元，现金+60,192.62元，本次盈利+2,144.68元，收益率+3.69%，剩余3400股","盈利2,144.68元 (+3.69%)",54.78,1100,60258.0,65.38,止盈条件=rising_ma20_break_3pct；14:55收盘代理价成交,2144.68,3.6947,3400,持有3400股,60192.62,,,,,
91,2025-01-09,天孚通信,sz.300394,买入,"买入天孚通信(sz.300394) 400股，成交价47.38，成交金额18,952.00元，现金-18,966.48元，交易后持股400股",建仓成本14.48元,47.38,400,18952.0,14.48,L1；价值线网格第1份；开盘已触发成交,-14.48,,400,持有400股,-18966.48,,,,,
92,2025-01-09,天孚通信,sz.300394,买入,"买入天孚通信(sz.300394) 400股，成交价47.38，成交金额18,952.00元，现金-18,966.48元，交易后持股800股",建仓成本14.48元,47.38,400,18952.0,14.48,L2；价值线网格第2份；开盘已触发成交,-14.48,,800,持有800股,-18966.48,,,,,
93,2025-01-09,天孚通信,sz.300394,买入,"买入天孚通信(sz.300394) 400股，成交价47.38，成交金额18,952.00元，现金-18,966.48元，交易后持股1200股",建仓成本14.48元,47.38,400,18952.0,14.48,L3；价值线网格第3份；开盘已触发成交,-14.48,,1200,持有1200股,-18966.48,,,,,
94,2025-01-09,天孚通信,sz.300394,买入,"买入天孚通信(sz.300394) 400股，成交价47.38，成交金额18,952.00元，现金-18,966.48元，交易后持股1600股",建仓成本14.48元,47.38,400,18952.0,14.48,L4；价值线网格第4份；开盘已触发成交,-14.48,,1600,持有1600股,-18966.48,,,,,
95,2025-01-09,天孚通信,sz.300394,买入,"买入天孚通信(sz.300394) 400股，成交价47.38，成交金额18,952.00元，现金-18,966.48元，交易后持股2000股",建仓成本14.48元,47.38,400,18952.0,14.48,L5；价值线网格第5份；开盘已触发成交,-14.48,,2000,持有2000股,-18966.48,,,,,
96,2025-01-09,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 500股，成交价38.03，成交金额19,015.00元，现金-19,029.51元，交易后持股500股",建仓成本14.51元,38.03,500,19015.0,14.51,L1；价值线网格第1份；开盘已触发成交,-14.51,,500,持有500股,-19029.51,,,,,
97,2025-01-09,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 500股，成交价38.03，成交金额19,015.00元，现金-19,029.51元，交易后持股1000股",建仓成本14.51元,38.03,500,19015.0,14.51,L2；价值线网格第2份；开盘已触发成交,-14.51,,1000,持有1000股,-19029.51,,,,,
98,2025-01-09,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 500股，成交价38.03，成交金额19,015.00元，现金-19,029.51元，交易后持股1500股",建仓成本14.51元,38.03,500,19015.0,14.51,L3；价值线网格第3份；开盘已触发成交,-14.51,,1500,持有1500股,-19029.51,,,,,
99,2025-01-09,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 500股，成交价38.03，成交金额19,015.00元，现金-19,029.51元，交易后持股2000股",建仓成本14.51元,38.03,500,19015.0,14.51,L4；价值线网格第4份；开盘已触发成交,-14.51,,2000,持有2000股,-19029.51,,,,,
100,2025-01-09,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 500股，成交价38.03，成交金额19,015.00元，现金-19,029.51元，交易后持股2500股",建仓成本14.51元,38.03,500,19015.0,14.51,L5；价值线网格第5份；开盘已触发成交,-14.51,,2500,持有2500股,-19029.51,,,,,
101,2025-01-10,天孚通信,sz.300394,买入,"买入天孚通信(sz.300394) 400股，成交价45.792，成交金额18,316.78元，现金-18,330.94元，交易后持股2400股",建仓成本14.16元,45.792,400,18316.78,14.16,L6；价值线网格第6份；盘中触及结构位成交,-14.16,,2400,持有2400股,-18330.94,,,,,
102,2025-01-13,天孚通信,sz.300394,买入,"买入天孚通信(sz.300394) 400股，成交价43.502，成交金额17,400.94元，现金-17,414.64元，交易后持股2800股",建仓成本13.70元,43.502,400,17400.94,13.7,L7；价值线网格第7份；盘中触及结构位成交,-13.7,,2800,持有2800股,-17414.64,,,,,
103,2025-01-16,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价50.612，成交金额20,244.86元，现金+20,219.62元，本次盈利+1,253.14元，收益率+6.61%，剩余2400股","盈利1,253.14元 (+6.61%)",50.612,400,20244.86,25.24,L4；上一格卖出；盘中触及结构位成交,1253.14,6.6071,2400,持有2400股,20219.62,,,,,
104,2025-01-16,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价48.202，成交金额19,280.82元，现金+19,256.54元，本次盈利+925.60元，收益率+5.05%，剩余2000股",盈利925.60元 (+5.05%),48.202,400,19280.82,24.28,L6；上一格卖出；盘中触及结构位成交,925.6,5.0494,2000,持有2000股,19256.54,,,,,
105,2025-01-16,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价45.792，成交金额18,316.78元，现金+18,293.46元，本次盈利+878.82元，收益率+5.05%，剩余1600股",盈利878.82元 (+5.05%),45.792,400,18316.78,23.32,L7；上一格卖出；盘中触及结构位成交,878.82,5.0465,1600,持有1600股,18293.46,,,,,
106,2025-01-17,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价53.55，成交金额21,420.00元，现金+21,393.58元，本次盈利+2,427.10元，收益率+12.80%，剩余1200股","盈利2,427.10元 (+12.80%)",53.55,400,21420.0,26.42,L5；上一格卖出；开盘已触发成交,2427.1,12.7968,1200,持有1200股,21393.58,,,,,
107,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股1000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L1；价值线网格第1份；开盘已触发成交,-14.46,,1000,持有1000股,-18934.46,,,,,
108,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股2000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L2；价值线网格第2份；开盘已触发成交,-14.46,,2000,持有2000股,-18934.46,,,,,
109,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股3000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L3；价值线网格第3份；开盘已触发成交,-14.46,,3000,持有3000股,-18934.46,,,,,
110,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股4000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L4；价值线网格第4份；开盘已触发成交,-14.46,,4000,持有4000股,-18934.46,,,,,
111,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股5000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L5；价值线网格第5份；开盘已触发成交,-14.46,,5000,持有5000股,-18934.46,,,,,
112,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股6000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L6；价值线网格第6份；开盘已触发成交,-14.46,,6000,持有6000股,-18934.46,,,,,
113,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股7000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L7；价值线网格第7份；开盘已触发成交,-14.46,,7000,持有7000股,-18934.46,,,,,
114,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股8000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L8；价值线网格第8份；开盘已触发成交,-14.46,,8000,持有8000股,-18934.46,,,,,
115,2025-01-17,杭叉集团,sh.603298,买入,"买入杭叉集团(sh.603298) 1000股，成交价18.92，成交金额18,920.00元，现金-18,934.46元，交易后持股9000股",建仓成本14.46元,18.92,1000,18920.0,14.46,L9；价值线网格第9份；开盘已触发成交,-14.46,,9000,持有9000股,-18934.46,,,,,
116,2025-01-27,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价39.2，成交金额19,600.00元，现金+19,575.40元，本次盈利+545.89元，收益率+2.87%，剩余2000股",盈利545.89元 (+2.87%),39.2,500,19600.0,24.6,L1；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,545.89,2.8687,2000,持有2000股,19575.4,,,,,
117,2025-01-27,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价39.2，成交金额19,600.00元，现金+19,575.40元，本次盈利+545.89元，收益率+2.87%，剩余1500股",盈利545.89元 (+2.87%),39.2,500,19600.0,24.6,L2；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,545.89,2.8687,1500,持有1500股,19575.4,,,,,
118,2025-01-27,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价39.2，成交金额19,600.00元，现金+19,575.40元，本次盈利+545.89元，收益率+2.87%，剩余1000股",盈利545.89元 (+2.87%),39.2,500,19600.0,24.6,L3；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,545.89,2.8687,1000,持有1000股,19575.4,,,,,
119,2025-01-27,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价39.2，成交金额19,600.00元，现金+19,575.40元，本次盈利+545.89元，收益率+2.87%，剩余500股",盈利545.89元 (+2.87%),39.2,500,19600.0,24.6,L4；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,545.89,2.8687,500,持有500股,19575.4,,,,,
120,2025-01-27,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 500股，成交价39.2，成交金额19,600.00元，现金+19,575.40元，本次盈利+545.89元，收益率+2.87%，清仓",盈利545.89元 (+2.87%),39.2,500,19600.0,24.6,L5；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,545.89,2.8687,0,清仓,19575.4,,,,,
121,2025-01-27,杭叉集团,sh.603298,卖出,"卖出杭叉集团(sh.603298) 1000股，成交价18.4，成交金额18,400.00元，现金+18,376.60元，本次亏损-557.86元，收益率-2.95%，剩余8000股",亏损-557.86元 (-2.95%),18.4,1000,18400.0,23.4,L1；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-557.86,-2.9463,8000,持有8000股,18376.6,,,,,
122,2025-01-27,杭叉集团,sh.603298,卖出,"卖出杭叉集团(sh.603298) 1000股，成交价18.4，成交金额18,400.00元，现金+18,376.60元，本次亏损-557.86元，收益率-2.95%，剩余7000股",亏损-557.86元 (-2.95%),18.4,1000,18400.0,23.4,L2；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-557.86,-2.9463,7000,持有7000股,18376.6,,,,,
123,2025-01-27,杭叉集团,sh.603298,卖出,"卖出杭叉集团(sh.603298) 1000股，成交价18.4，成交金额18,400.00元，现金+18,376.60元，本次亏损-557.86元，收益率-2.95%，剩余6000股",亏损-557.86元 (-2.95%),18.4,1000,18400.0,23.4,L3；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-557.86,-2.9463,6000,持有6000股,18376.6,,,,,
124,2025-01-27,杭叉集团,sh.603298,卖出,"卖出杭叉集团(sh.603298) 1000股，成交价18.4，成交金额18,400.00元，现金+18,376.60元，本次亏损-557.86元，收益率-2.95%，剩余5000股",亏损-557.86元 (-2.95%),18.4,1000,18400.0,23.4,L4；右侧行情左侧标的限额；保留=sz.300308；次日开盘退出,-557.86,-2.9463,5000,持有5000股,18376.6,,,,,
